wp1,wp2,wp3,wp4,wp5,wp6,wp7
0,0.085,0,0,0.061,0.026,0
0,0.053,0,0,0.046,0.039,0
0,0.063,0.02,0,0.03,0.053,0
0,0.09,0.059,0.039,0.01,0.092,0.152
0,0.127,0.069,0.16,0.01,0.224,0.152
0.01,0.143,0.049,0.309,0,0.158,0.152
0.01,0.275,0.049,0.292,0,0.145,0.152
0.06,0.333,0.059,0.281,0,0.171,0.177
0.18,0.392,0.049,0.287,0,0.197,0.177
0.145,0.402,0.079,0.309,0,0.171,0.126
0.095,0.312,0.04,0.259,0,0.145,0.152
0.085,0.312,0.02,0.226,0,0.158,0.152
0.08,0.323,0.01,0.275,0,0.132,0.152
0.045,0.344,0.04,0.143,0.01,0.105,0.126
0,0.339,0.079,0.05,0.035,0.079,0.051
0.025,0.18,0.049,0.088,0.066,0.092,0.051
0.035,0.127,0.069,0.121,0.066,0.105,0.051
0.085,0.333,0.109,0.055,0.066,0.079,0.076
0.095,0.323,0.079,0.149,0.046,0.263,0.227
0.095,0.328,0.049,0.248,0.04,0.237,0.177
0.14,0.259,0.049,0.187,0.066,0.171,0.076
0.115,0.169,0.119,0.358,0.051,0.329,0.253
0.075,0.18,0.217,0.38,0.071,0.382,0.253
0.065,0.18,0.287,0.358,0.137,0.395,0.379
0.145,0.302,0.316,0.275,0.086,0.382,0.303
0.226,0.286,0.395,0.309,0.101,0.303,0.328
0.296,0.265,0.534,0.457,0.086,0.355,0.429
0.361,0.349,0.593,0.556,0.081,0.421,0.556
0.436,0.36,0.632,0.573,0.096,0.461,0.606
0.491,0.365,0.484,0.634,0.101,0.553,0.606
0.501,0.349,0.435,0.452,0.126,0.461,0.631
0.496,0.243,0.366,0.154,0.121,0.421,0.783
0.401,0.175,0.356,0.408,0.121,0.276,0.328
0.371,0.164,0.375,0.275,0.142,0.066,0
0.256,0.159,0.237,0.138,0.162,0.092,0.025
0.18,0.09,0.138,0.27,0.187,0.158,0.152
0.125,0.132,0.148,0.331,0.212,0.276,0.177
0.09,0.111,0.138,0.43,0.268,0.303,0.227
0.316,0.032,0.138,0.534,0.273,0.289,0.177
0.441,0.011,0.119,0.463,0.243,0.092,0.025
0.386,0,0.099,0.22,0.248,0.105,0.101
0.221,0,0.099,0.264,0.228,0.171,0.303
0.236,0,0.099,0.281,0.202,0.355,0.429
0.261,0.005,0.059,0.364,0.288,0.461,0.354
0.311,0,0.079,0.43,0.364,0.368,0.227
0.361,0,0.128,0.314,0.369,0.211,0.101
0.246,0,0.188,0.132,0.288,0.105,0.025
0.19,0,0.455,0.105,0.228,0.118,0.101
0.06,0,0.375,0.143,0.137,0.145,0.177
0.261,0,0.366,0.253,0.076,0.342,0.303
0.276,0.016,0.524,0.32,0.071,0.408,0.379
0.386,0.048,0.662,0.309,0.071,0.382,0.354
0.366,0.111,0.395,0.375,0.126,0.395,0.354
0.371,0.095,0.247,0.408,0.283,0.474,0.505
0.336,0.106,0.494,0.567,0.207,0.711,0.657
0.431,0.085,0.208,0.628,0.308,0.658,0.581
0.371,0.085,0.138,0.656,0.374,0.539,0.429
0.391,0.079,0.138,0.49,0.45,0.355,0.379
0.361,0.063,0.119,0.446,0.566,0.329,0.379
0.316,0.079,0.227,0.468,0.592,0.355,0.303
0.356,0.069,0.227,0.353,0.48,0.276,0.253
0.261,0.032,0.109,0.309,0.293,0.316,0.253
0.291,0.122,0.099,0.364,0.404,0.25,0.202
0.281,0.111,0.138,0.314,0.597,0.289,0.328
0.211,0.106,0.109,0.358,0.602,0.276,0.227
0.286,0.079,0.346,0.501,0.536,0.382,0.278
0.216,0.201,0.543,0.501,0.541,0.382,0.253
0.416,0.296,0.494,0.512,0.506,0.329,0.253
0.622,0.307,0.356,0.408,0.399,0.197,0.227
0.602,0.344,0.277,0.32,0.308,0.092,0.126
0.541,0.254,0.267,0.314,0.308,0.092,0
0.376,0.254,0.257,0.248,0.425,0.079,0
0.236,0.169,0.237,0.264,0.303,0.066,0
0.211,0.164,0.306,0.435,0.329,0.105,0.152
0.261,0.201,0.366,0.336,0.228,0.329,0.379
0.316,0.159,0.514,0.077,0.233,0.342,0.53
0.16,0.159,0.326,0.05,0.217,0.092,0.379
0.085,0.159,0.198,0.006,0.238,0.013,0.076
0.06,0.164,0.099,0,0.162,0,0
0.06,0.132,0.089,0,0.096,0,0
0.035,0.127,0.178,0,0.086,0,0
0.01,0.106,0.099,0,0.101,0.013,0
0,0.101,0.089,0.011,0.147,0.039,0
0,0.085,0.03,0.022,0.096,0.039,0
0,0.053,0,0.039,0.03,0.026,0
0.03,0.026,0,0,0,0.013,0
0.03,0.037,0,0,0.005,0.013,0
0.035,0,0,0,0.035,0.039,0
0.08,0.011,0,0,0.035,0.026,0
0.07,0.005,0,0,0.01,0.026,0
0.04,0,0.01,0,0.03,0.026,0
0.015,0,0.01,0,0.051,0.026,0
0,0,0.01,0,0.071,0.026,0
0,0.042,0,0,0.101,0.013,0
0,0.085,0.03,0.006,0.111,0.013,0
0,0.053,0.03,0,0.111,0,0
0,0.101,0.079,0,0.076,0,0
0,0.196,0.188,0,0.096,0,0
0.02,0.339,0.326,0.044,0.051,0.026,0.025
0.06,0.55,0.356,0.182,0.01,0.197,0.227
0.095,0.513,0.415,0.253,0,0.276,0.303
0.291,0.661,0.514,0.314,0,0.197,0.455
0.341,0.683,0.83,0.413,0,0.395,0.581
0.361,0.873,0.919,0.54,0,0.566,0.631
0.281,0.746,0.751,0.705,0.015,0.724,0.606
0.321,0.751,0.86,0.716,0.015,0.645,0.606
0.321,0.942,0.623,0.628,0.046,0.566,0.48
0.246,0.937,0.682,0.512,0.051,0.539,0.53
0.216,0.921,0.504,0.512,0.046,0.645,0.48
0.226,0.894,0.504,0.567,0.076,0.697,0.227
0.281,0.767,0.603,0.678,0.051,0.684,0.227
0.381,0.577,0.672,0.656,0.137,0.724,0.227
0.426,0.365,0.731,0.678,0.192,0.737,0.202
0.426,0.328,0.929,0.667,0.192,0.658,0.455
0.546,0.423,0.929,0.518,0.253,0.553,0.606
0.446,0.28,0.958,0.727,0.152,0.671,0.581
0.586,0.259,0.632,0.656,0.106,0.5,0.303
0.516,0.138,0.86,0.639,0.126,0.526,0.025
0.551,0.011,0.415,0.678,0.091,0.711,0.556
0.391,0.085,0.237,0.38,0.182,0.579,0.657
0.436,0.169,0.415,0.226,0.182,0.395,0.53
0.296,0.201,0.257,0.143,0.49,0.263,0.429
0.256,0.217,0.356,0.253,0.763,0.434,0.328
0.321,0.381,0.672,0.364,0.865,0.342,0.429
0.431,0.392,0.514,0.342,0.88,0.579,0.556
0.371,0.254,0.366,0.474,0.566,0.579,0.379
0.396,0.259,0.247,0.408,0.329,0.382,0.303
0.261,0.238,0.138,0.303,0.48,0.395,0.354
0.241,0.36,0.198,0.375,0.005,0.461,0.429
0.226,0.243,0.227,0.331,0.521,0.461,0.429
0.251,0.249,0.366,0.325,0.379,0.447,0.404
0.261,0.259,0.356,0.314,0.303,0.461,0.429
0.251,0.444,0.385,0.248,0.228,0.487,0.328
0.226,0.492,0.415,0.193,0.313,0.539,0.328
0.301,0.429,0.652,0.364,0.298,0.645,0.505
0.526,0.513,0.731,0.683,0.359,0.737,0.707
0.647,0.312,0.781,0.832,0.308,0.803,0.808
0.591,0.27,0.791,0.843,0.283,0.803,0.833
0.762,0.116,0.81,0.848,0.319,0.816,0.833
0.662,0.312,0.741,0.843,0.313,0.789,0.833
0.732,0.175,0.702,0.86,0.349,0.789,0.833
0.692,0.048,0.672,0.815,0.278,0.776,0.783
0.617,0.09,0.662,0.749,0.197,0.645,0.758
0.466,0.101,0.553,0.419,0.167,0.263,0.202
0.296,0.418,0.257,0.364,0.172,0.263,0.051
0.246,0.677,0.148,0.435,0.121,0.171,0.025
0.221,0.746,0.138,0.386,0.111,0.263,0.202
0.256,0.73,0.089,0.264,0.147,0.197,0.202
0.13,0.571,0.178,0.127,0.116,0.158,0.152
0.085,0.661,0.217,0.077,0.131,0.105,0.076
0.095,0.481,0.059,0.072,0.197,0.092,0.051
0.075,0.19,0.089,0.022,0.157,0.053,0.025
0.065,0.106,0.04,0.006,0.147,0.092,0.051
0.035,0.143,0.099,0.011,0.167,0.039,0
0.02,0.159,0.079,0.011,0.116,0.053,0
0,0.122,0.148,0.006,0.091,0.053,0.025
0,0.132,0.148,0,0.101,0.026,0
0,0.164,0.237,0,0.147,0.013,0
0,0.106,0.425,0,0.177,0.013,0
0,0.148,0.306,0,0.177,0,0
0,0.185,0.237,0,0.096,0,0
0,0.153,0.059,0.011,0.051,0.039,0
0,0.111,0.109,0.044,0.035,0.066,0.076
0,0.143,0.109,0.017,0.015,0.066,0.101
0.03,0.185,0.119,0.033,0,0.105,0.126
0.12,0.222,0.119,0.006,0,0.079,0.101
0.135,0.148,0.109,0,0,0.053,0.051
0.065,0.106,0.128,0.011,0,0.053,0
0.04,0.085,0.148,0.017,0,0.053,0.025
0.055,0.095,0.178,0,0,0.013,0
0.08,0.069,0.148,0,0.005,0,0
0.08,0.042,0.099,0,0.02,0,0
0.125,0.032,0.109,0,0.131,0,0
0.13,0.026,0.158,0,0.152,0,0
0.125,0.005,0.208,0.028,0.147,0.013,0
0.105,0,0.198,0.154,0.152,0,0
0.12,0,0.119,0.182,0.177,0.066,0
0.095,0,0.059,0.116,0.131,0.132,0.051
0.08,0,0.03,0.11,0.121,0.105,0.051
0.08,0,0.049,0.066,0.111,0.092,0.076
0.075,0,0.089,0.088,0.096,0.079,0.025
0.075,0,0.04,0.055,0.106,0.105,0.076
0.04,0,0.01,0.028,0.086,0.092,0.076
0.035,0.005,0.059,0.017,0.04,0.158,0.076
0.05,0,0.069,0.044,0,0.184,0.126
0.085,0,0.089,0.138,0,0.276,0.202
0.125,0.005,0.109,0.198,0,0.276,0.278
0.12,0.026,0.247,0.176,0,0.289,0.202
0.075,0.011,0.208,0.16,0,0.211,0.177
0.085,0.016,0.247,0.16,0.01,0.224,0.278
0.05,0.037,0.227,0.066,0.015,0.158,0.303
0.025,0.011,0.188,0.011,0,0.105,0.152
0.04,0.005,0.178,0,0.035,0.066,0.076
0.045,0,0.168,0,0.005,0.026,0
0.03,0,0.188,0,0.015,0.013,0
0.025,0,0.168,0,0.02,0.026,0
0.07,0.032,0.188,0,0.005,0,0
0.115,0.042,0.128,0,0.005,0.013,0
0.115,0.026,0.069,0,0.01,0.013,0
0.105,0.026,0.049,0,0.01,0.026,0
0.06,0.032,0.01,0.006,0,0.039,0
0.05,0.042,0,0,0,0.053,0
0.055,0.074,0,0,0,0.013,0
0.045,0.111,0,0,0.005,0.013,0
0.005,0.159,0,0,0,0.013,0
0,0.153,0,0,0,0,0
0,0.063,0,0,0,0,0
0,0.011,0,0,0,0.013,0
0,0,0,0.006,0,0.026,0
0.02,0,0.04,0,0.03,0.013,0
0,0,0.02,0,0.015,0.026,0
0,0,0.02,0,0.025,0.026,0
0,0,0.03,0,0.056,0,0
0.01,0.021,0.04,0,0.081,0,0
0,0.09,0.049,0,0.106,0.013,0
0,0.153,0.059,0,0.137,0,0
0.005,0.169,0.089,0,0.192,0.013,0
0,0.19,0.079,0,0.192,0.013,0
0,0.27,0.04,0,0.126,0.026,0
0,0.354,0.03,0,0.051,0.066,0
0,0.381,0.049,0.033,0.025,0.053,0.051
0,0.46,0.059,0.127,0.04,0.145,0.227
0,0.27,0.049,0.275,0.056,0.276,0.303
0.1,0.138,0.04,0.331,0.015,0.263,0.227
0.321,0.217,0.049,0.419,0,0.224,0.202
0.321,0.381,0.03,0.314,0,0.211,0.152
0.301,0.598,0.079,0.209,0.005,0.158,0.152
0.266,0.64,0.119,0.253,0,0.145,0.101
0.311,0.624,0.109,0.353,0,0.197,0.177
0.185,0.354,0.069,0.353,0,0.184,0.177
0.281,0.238,0.059,0.342,0.025,0.276,0.227
0.446,0.354,0.079,0.562,0.131,0.513,0.455
0.556,0.503,0.128,0.744,0.298,0.658,0.556
0.576,0.481,0.208,0.81,0.399,0.697,0.606
0.581,0.296,0.247,0.755,0.415,0.671,0.657
0.511,0.487,0.237,0.799,0.404,0.737,0.682
0.561,0.492,0.227,0.826,0.45,0.816,0.732
0.612,0.492,0.237,0.832,0.425,0.803,0.732
0.571,0.381,0.188,0.705,0.344,0.684,0.657
0.416,0.534,0.099,0.562,0.238,0.566,0.581
0.386,0.582,0.168,0.419,0.197,0.461,0.581
0.396,0.614,0.178,0.358,0.228,0.382,0.556
0.491,0.476,0.198,0.413,0.278,0.329,0.53
0.551,0.481,0.208,0.556,0.389,0.395,0.429
0.406,0.444,0.208,0.623,0.526,0.342,0.278
0.346,0.317,0.168,0.397,0.703,0.184,0.177
0.271,0.217,0.208,0.419,0.698,0.197,0.177
0.231,0.185,0.336,0.209,0.718,0.158,0.152
0.211,0.132,0.395,0.055,0.733,0.092,0.152
0.195,0.122,0.366,0.017,0.703,0.053,0.025
0.17,0.095,0.267,0.143,0.49,0.092,0
0.065,0.074,0.217,0.066,0.389,0.132,0.025
0.1,0.058,0.158,0.088,0.319,0.079,0.076
0.1,0.021,0.138,0.11,0.217,0.105,0.025
0.18,0.005,0.079,0.16,0.162,0.171,0.051
0.221,0,0.059,0.149,0.086,0.184,0.076
0.211,0,0.109,0.11,0.051,0.184,0.126
0.155,0.011,0.128,0.028,0.081,0.158,0.126
0.11,0.048,0.089,0.088,0.086,0.158,0.177
0.105,0.074,0.079,0.171,0.116,0.303,0.278
0.12,0.069,0.03,0.165,0.131,0.342,0.328
0.12,0.106,0.01,0.138,0.157,0.25,0.278
0.08,0.116,0,0.143,0.172,0.224,0.227
0.04,0.132,0.059,0.154,0.096,0.211,0.202
0.05,0.132,0.217,0.099,0.066,0.145,0.177
0.06,0.175,0.277,0.099,0.046,0.171,0.202
0.14,0.132,0.326,0.099,0.056,0.171,0.278
0.271,0.143,0.277,0.077,0.147,0.171,0.303
0.256,0.095,0.316,0.066,0.182,0.105,0.328
0.211,0.037,0.366,0.006,0.273,0.079,0.253
0.105,0.048,0.375,0,0.288,0.092,0.227
0.115,0.127,0.277,0.006,0.207,0.066,0.177
0.115,0.132,0.277,0.044,0.126,0.079,0.202
0.095,0.111,0.247,0.05,0.111,0.158,0.227
0.105,0.254,0.198,0.011,0.076,0.118,0.253
0.115,0.265,0.128,0,0.03,0.118,0.202
0.1,0.317,0.148,0,0.02,0.092,0.227
0.04,0.249,0.099,0.006,0.035,0.066,0.177
0.01,0.19,0.059,0,0.03,0.026,0
0,0.138,0.049,0,0.005,0.013,0
0,0.079,0.02,0,0,0.013,0
0,0.053,0.03,0,0,0,0
0,0.016,0.049,0,0,0.013,0
0,0.011,0.069,0.006,0,0.013,0
0,0,0.099,0.033,0,0.026,0
0,0,0.099,0.039,0.005,0.039,0
0,0.005,0.109,0.017,0,0.066,0.051
0.01,0.032,0.109,0.033,0,0.039,0
0.025,0.106,0.119,0.033,0,0.079,0.025
0.065,0.196,0.109,0.033,0.01,0.158,0.076
0.05,0.185,0.089,0.055,0.015,0.171,0.152
0.015,0.164,0.089,0.077,0.051,0.171,0.227
0.005,0.085,0.178,0.187,0.096,0.184,0.253
0.005,0.063,0.208,0.226,0.071,0.303,0.303
0.005,0.037,0.217,0.27,0.046,0.224,0.278
0.01,0.011,0.287,0.292,0.051,0.211,0.253
0.065,0.005,0.257,0.231,0.03,0.237,0.278
0.065,0.005,0.296,0.165,0.035,0.184,0.354
0.115,0,0.316,0.171,0.066,0.171,0.379
0.216,0,0.208,0.242,0.061,0.263,0.48
0.226,0.011,0.247,0.32,0.051,0.25,0.429
0.13,0.069,0.287,0.231,0.081,0.171,0.303
0.195,0.058,0.247,0.127,0.121,0.092,0.202
0.371,0.058,0.494,0.028,0.187,0.079,0.126
0.336,0.058,0.237,0.028,0.248,0.079,0.126
0.361,0.053,0.158,0.182,0.243,0.132,0.152
0.291,0.085,0.247,0.22,0.313,0.158,0.152
0.366,0.143,0.593,0.171,0.303,0.092,0.303
0.281,0.312,0.771,0.072,0.278,0.145,0.303
0.341,0.296,0.8,0.22,0.288,0.158,0.328
0.336,0.323,0.751,0.204,0.394,0.184,0.505
0.286,0.339,0.603,0.397,0.445,0.368,0.732
0.261,0.307,0.405,0.534,0.495,0.368,0.732
0.456,0.302,0.405,0.298,0.379,0.342,0.833
0.456,0.302,0.217,0.303,0.283,0.447,0.808
0.596,0.291,0.099,0.397,0.197,0.408,0.783
0.516,0.349,0.208,0.391,0.157,0.447,0.657
0.391,0.45,0.089,0.353,0.207,0.329,0.328
0.356,0.524,0.069,0.342,0.273,0.158,0.227
0.311,0.529,0.069,0.32,0.324,0.092,0.051
0.251,0.434,0.099,0.143,0.293,0.039,0
0.085,0.397,0.079,0.11,0.313,0.026,0
0.075,0.36,0.227,0.022,0.374,0.039,0
0.02,0.36,0.227,0.011,0.298,0.026,0
0.005,0.349,0.217,0,0.202,0.039,0
0,0.286,0.227,0.006,0.187,0.026,0.051
0.005,0.28,0.336,0.011,0.081,0.053,0.253
0.11,0.354,0.277,0.028,0.071,0.289,0.379
0.211,0.476,0.247,0.028,0.399,0.434,0.455
0.446,0.455,0.316,0.275,0.566,0.579,0.505
0.516,0.392,0.366,0.617,0.399,0.539,0.505
0.717,0.37,0.227,0.645,0.298,0.474,0.303
0.637,0.381,0.316,0.562,0.369,0.276,0.379
0.566,0.497,0.425,0.562,0.293,0.553,0.505
0.612,0.524,0.553,0.7,0.425,0.539,0.556
0.446,0.381,0.791,0.716,0.566,0.776,0.859
0.441,0.434,0.791,0.628,0.672,0.789,0.859
0.622,0.376,0.84,0.435,0.728,0.776,0.833
0.541,0.302,0.642,0.044,0.738,0.711,0.808
0.416,0.222,0.632,0.006,0.627,0.25,0.732
0.276,0.143,0.662,0.127,0.571,0.197,0.202
0.206,0.153,0.543,0.165,0.521,0.289,0.177
0.135,0.291,0.395,0.22,0.415,0.368,0.303
0.04,0.36,0.385,0.198,0.278,0.289,0.328
0.085,0.376,0.306,0.132,0.349,0.25,0.303
0.08,0.238,0.296,0.077,0.784,0.263,0.253
0.095,0.222,0.375,0.176,0.683,0.263,0.253
0.07,0.138,0.514,0.287,0.586,0.368,0.455
0.065,0.132,0.277,0.287,0.445,0.461,0.303
0.16,0.106,0.277,0.242,0.49,0.474,0.404
0.155,0.153,0.277,0.226,0.799,0.461,0.404
0.17,0.222,0.336,0.237,0.844,0.474,0.631
0.216,0.175,0.316,0.242,0.374,0.461,0.48
0.371,0.28,0.306,0.242,0.212,0.395,0.581
0.441,0.365,0.208,0.518,0.293,0.526,0.581
0.436,0.46,0.178,0.496,0.667,0.724,0.833
0.451,0.534,0.198,0.573,0.526,0.684,0.833
0.351,0.513,0.188,0.463,0.399,0.697,0.783
0.241,0.455,0.148,0.275,0.369,0.592,0.783
0.226,0.381,0.089,0.43,0.41,0.566,0.657
0.135,0.259,0.148,0.424,0.445,0.355,0.455
0.04,0.222,0.128,0.314,0.228,0.25,0.303
0.02,0.148,0.079,0.204,0.197,0.237,0.177
0.04,0.116,0.079,0.143,0.162,0.171,0.126
0.06,0.058,0.099,0.072,0.142,0.145,0.101
0.045,0.011,0.089,0.066,0.177,0.092,0.051
0,0,0.069,0.006,0.197,0.039,0
0,0,0.04,0,0.162,0.039,0
0,0,0.03,0.006,0.096,0.079,0.025
0,0,0.02,0.022,0.121,0.066,0.025
0,0.011,0,0.017,0.167,0.039,0
0.035,0.011,0,0.006,0.091,0.013,0
0.08,0.021,0,0.006,0.061,0.013,0
0.055,0.021,0,0,0.005,0.026,0
0,0.016,0,0,0,0.039,0.025
0.005,0,0.01,0,0,0.053,0.051
0.04,0,0.02,0.039,0.01,0.079,0.076
0.035,0,0.02,0.083,0.035,0.079,0.076
0.01,0.026,0,0.088,0.03,0.066,0.076
0,0.021,0,0.083,0.035,0.039,0.025
0,0.005,0,0.083,0.046,0.039,0
0,0,0,0.083,0.046,0.039,0
0.005,0,0,0.044,0.035,0,0
0.005,0,0,0.006,0.01,0,0
0.01,0,0,0,0,0,0
0,0.005,0,0,0,0,0
0,0.063,0,0,0,0,0
0,0.132,0,0,0,0,0
0,0.217,0,0,0,0,0
0,0.217,0,0,0,0.013,0
0,0.254,0,0,0,0.013,0
0,0.222,0,0,0.03,0.013,0
0,0.18,0,0,0.03,0,0
0.035,0.206,0,0,0.005,0,0
0.065,0.196,0,0,0,0,0
0.05,0.111,0,0,0,0,0
0.05,0.037,0,0,0,0,0
0.015,0.005,0,0,0,0,0
0,0.005,0,0,0,0,0
0,0.005,0,0,0,0.013,0
0,0,0,0,0.005,0.026,0
0,0,0,0,0.01,0.026,0
0,0,0.01,0,0.03,0.026,0
0,0,0.01,0,0.071,0.039,0
0,0,0.01,0,0.121,0.039,0
0,0,0,0,0.192,0.026,0
0,0,0,0,0.172,0,0
0,0,0,0,0.192,0,0
0,0,0,0,0.172,0,0
0,0,0,0,0.121,0,0
0,0,0,0,0.091,0,0
0,0.037,0,0,0.096,0,0
0,0.079,0,0,0.101,0,0
0,0.127,0.03,0,0.091,0,0
0,0.122,0.049,0,0.046,0,0
0,0.132,0.02,0,0.005,0,0
0,0.132,0.01,0,0,0,0
0,0.101,0,0,0,0,0
0,0.079,0,0,0,0,0
0,0.079,0.01,0,0,0,0
0,0.069,0.03,0,0,0,0
0,0.026,0.04,0,0,0,0
0,0.005,0.03,0,0,0.013,0
0,0,0,0,0.005,0.013,0
0,0,0.01,0,0.015,0.013,0
0,0,0.02,0,0.061,0.013,0
0,0,0.02,0,0.131,0.013,0
0,0,0.03,0,0.152,0.013,0
0,0,0.04,0,0.192,0.026,0
0,0,0.03,0.006,0.197,0.026,0
0,0,0.01,0,0.172,0.013,0
0,0,0,0,0.147,0,0
0,0,0.02,0,0.121,0,0
0,0,0.049,0,0.096,0,0
0,0,0.049,0,0.04,0,0
0,0,0.04,0,0.015,0,0
0,0.016,0.03,0,0,0,0
0,0.079,0.01,0,0.005,0,0
0,0.106,0.01,0,0,0,0
0,0.09,0,0,0.005,0,0
0,0.063,0,0,0,0,0
0,0.053,0,0,0,0,0
0,0.048,0,0,0,0.013,0
0,0.021,0,0,0,0,0
0,0,0.04,0,0,0,0
0,0,0.089,0,0,0,0
0,0,0.059,0,0,0,0
0,0,0.01,0,0,0,0
0,0,0,0,0.01,0,0
0,0,0.049,0,0.015,0.013,0
0,0,0.049,0,0.04,0.026,0
0,0,0.03,0,0.025,0.013,0
0,0,0.01,0.011,0.02,0.039,0
0,0,0,0.011,0.03,0.053,0
0,0,0,0.006,0.035,0.039,0
0,0,0,0,0.051,0.013,0
0.015,0.005,0,0,0.056,0,0
0.035,0.011,0,0,0.056,0,0
0.065,0,0,0,0.04,0,0
0.045,0.005,0,0,0.056,0,0
0.01,0.005,0,0,0.03,0,0
0,0.011,0,0,0.02,0,0
0,0.026,0.02,0,0.025,0,0
0,0.026,0.049,0,0.015,0,0
0.005,0.011,0.02,0,0.005,0,0
0.005,0,0,0,0,0,0
0.02,0,0,0,0,0,0
0.035,0,0,0,0,0,0
0.04,0.005,0.01,0,0,0,0
0.055,0.021,0.01,0,0,0,0
0.01,0.016,0.04,0,0,0,0
0,0.005,0.03,0,0,0,0
0,0,0,0,0,0,0
0,0.011,0,0,0,0.013,0
0,0.011,0,0,0,0.039,0
0,0.011,0,0,0,0.026,0
0,0.026,0,0,0.005,0.039,0
0,0.026,0.01,0.006,0.025,0.026,0
0,0.026,0.01,0,0.046,0.013,0
0,0.037,0,0,0.061,0.013,0
0,0.037,0,0,0.096,0,0
0,0.016,0,0,0.101,0,0
0,0.011,0,0,0.066,0,0
0.01,0.005,0,0,0.035,0,0
0.025,0,0,0,0,0,0
0.01,0,0,0,0,0,0
0.015,0,0,0,0,0,0
0.01,0,0,0,0,0,0
0.015,0,0,0,0.035,0,0
0.035,0,0,0,0.101,0,0
0.005,0,0,0,0.182,0,0
0,0,0,0,0.207,0,0
0,0,0,0,0.111,0,0
0,0,0,0,0.116,0,0
0,0,0,0,0.101,0,0
0,0,0.01,0,0.096,0,0
0,0,0,0,0.071,0.013,0
0,0,0,0,0.071,0.013,0
0.005,0,0.02,0,0.076,0.013,0
0.005,0,0.04,0,0.061,0.039,0.025
0,0,0.03,0.006,0.051,0.053,0.025
0.02,0,0.03,0.028,0.056,0.053,0.025
0.07,0,0.02,0.006,0.051,0.066,0
0.025,0,0.01,0,0.056,0.026,0
0.05,0,0,0,0.116,0,0
0.04,0,0,0,0.167,0.013,0
0.03,0.005,0,0,0.147,0.039,0.051
0.015,0.021,0,0.022,0.116,0.132,0.126
0,0.032,0,0.094,0.056,0.237,0.202
0,0.011,0,0.182,0.025,0.224,0.227
0,0,0,0.22,0.015,0.184,0.278
0,0,0,0.198,0,0.289,0.354
0,0.005,0,0.264,0,0.316,0.328
0.01,0.026,0,0.292,0,0.145,0.227
0.03,0.042,0,0.209,0.01,0.158,0.227
0.04,0.111,0.069,0.209,0.035,0.105,0.177
0.085,0.159,0.119,0.176,0.025,0.092,0.076
0.1,0.217,0.109,0.044,0.02,0.066,0.051
0.035,0.138,0.138,0,0.005,0.026,0.025
0.04,0.074,0.128,0,0,0.026,0
0.055,0.042,0.198,0,0.015,0.026,0.025
0.03,0.005,0.178,0,0.02,0.026,0.025
0.015,0.005,0.198,0,0.056,0.026,0
0.02,0,0.217,0,0.035,0.039,0
0.04,0,0.237,0,0.02,0.026,0
0.05,0,0.227,0.006,0.03,0.053,0
0.075,0.016,0.178,0.006,0.015,0.039,0
0.1,0.011,0.188,0,0,0.053,0
0.115,0.011,0.208,0,0.015,0.039,0.025
0.16,0.101,0.198,0,0.066,0.053,0.051
0.145,0.127,0.277,0.022,0.126,0.053,0.152
0.16,0.132,0.326,0.198,0.157,0.184,0.379
0.175,0.111,0.326,0.242,0.111,0.329,0.379
0.15,0.09,0.306,0.347,0.04,0.316,0.354
0.185,0.058,0.287,0.375,0.01,0.303,0.354
0.15,0.026,0.267,0.336,0,0.25,0.354
0.11,0.037,0.109,0.303,0,0.171,0.278
0.12,0.032,0.03,0.237,0.005,0.171,0.202
0.1,0.021,0.03,0.231,0.02,0.158,0.202
0.1,0.032,0.069,0.176,0.025,0.145,0.177
0.105,0.032,0.059,0.176,0.04,0.132,0.177
0.08,0.032,0.01,0.143,0.02,0.105,0.126
0.01,0.011,0,0.011,0.02,0.026,0.025
0.005,0,0,0,0.03,0,0
0.045,0,0,0.006,0.02,0.013,0
0.035,0,0.02,0,0.005,0.039,0
0.025,0,0.049,0,0.01,0.013,0
0.015,0,0.069,0.011,0,0.026,0
0.01,0,0.04,0.022,0,0.039,0
0.005,0,0.109,0.022,0,0.053,0
0,0,0.148,0.055,0,0.053,0
0.005,0,0.079,0.022,0,0.079,0
0.025,0,0.099,0.017,0,0.066,0.025
0.05,0,0.128,0.099,0,0.092,0.051
0.05,0,0.04,0.171,0,0.158,0.076
0.03,0,0.03,0.127,0,0.105,0.177
0.005,0,0.01,0.055,0,0.132,0.227
0,0,0.03,0.055,0,0.105,0.202
0,0,0.03,0.055,0,0.118,0.177
0,0,0.04,0.022,0,0.118,0.227
0,0,0.069,0.006,0,0.118,0.177
0.025,0,0.178,0.006,0.02,0.066,0.101
0.05,0,0.198,0,0.015,0.039,0.101
0.06,0,0.277,0,0,0.066,0.101
0.08,0,0.267,0,0,0.092,0.152
0.09,0,0.247,0.011,0,0.118,0.152
0.055,0,0.287,0.006,0,0.066,0.051
0.07,0,0.237,0,0,0.105,0.051
0.1,0,0.188,0.039,0,0.105,0.051
0.07,0,0.198,0.022,0,0.066,0.025
0.035,0,0.168,0.011,0,0.039,0.025
0.005,0,0.158,0.011,0,0.026,0
0.015,0,0.158,0.05,0,0.066,0
0.03,0,0.178,0.05,0.005,0.066,0
0.03,0,0.168,0.077,0.005,0.053,0
0.05,0,0.188,0.105,0,0.039,0
